Comments,filename,objectid,originating_system_id,original_file_name,short_filename,sort_index,parentid,admin_notes,title,interviewer,interviewee,date,interview_date,description,subject,people,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,WORKSPACE1,WORKSPACE2,WORKSPACE3,object_location,image_small,image_thumb,image_alt_text,object_transcript,creator,collection,focused_event,bio,pdf,temp1,temp2,temp3,
,25_0.jpg,dg_1780934301,25,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/GCCB-CSM/dg_1780934301.jpg,https://collectionbuilder.blob.core.windows.net/smalls/GCCB-CSM/dg_1780934301_SMALL.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/GCCB-CSM/dg_1780934301_TN.jpg,,,,,,,,,,,
,25_1.jpg,dg_1780934302,25,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/GCCB-CSM/dg_1780934302.jpg,https://collectionbuilder.blob.core.windows.net/smalls/GCCB-CSM/dg_1780934302_SMALL.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/GCCB-CSM/dg_1780934302_TN.jpg,,,,,,,,,,,
,26_0.jpg,dg_1780934303,26,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/GCCB-CSM/dg_1780934303.jpg,https://collectionbuilder.blob.core.windows.net/smalls/GCCB-CSM/dg_1780934303_SMALL.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/GCCB-CSM/dg_1780934303_TN.jpg,,,,,,,,,,,
,26_1.jpg,dg_1780934304,26,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/GCCB-CSM/dg_1780934304.jpg,https://collectionbuilder.blob.core.windows.net/smalls/GCCB-CSM/dg_1780934304_SMALL.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/GCCB-CSM/dg_1780934304_TN.jpg,,,,,,,,,,,
,26_2.jpg,dg_1780934305,26,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/GCCB-CSM/dg_1780934305.jpg,https://collectionbuilder.blob.core.windows.net/smalls/GCCB-CSM/dg_1780934305_SMALL.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/GCCB-CSM/dg_1780934305_TN.jpg,,,,,,,,,,,
,26_3.jpg,dg_1780934306,26,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/GCCB-CSM/dg_1780934306.jpg,https://collectionbuilder.blob.core.windows.net/smalls/GCCB-CSM/dg_1780934306_SMALL.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/GCCB-CSM/dg_1780934306_TN.jpg,,,,,,,,,,,
,27_0.jpg,dg_1780934307,27,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/GCCB-CSM/dg_1780934307.jpg,https://collectionbuilder.blob.core.windows.net/smalls/GCCB-CSM/dg_1780934307_SMALL.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/GCCB-CSM/dg_1780934307_TN.jpg,,,,,,,,,,,
,28_0.jpg,dg_1780934308,28,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/GCCB-CSM/dg_1780934308.jpg,https://collectionbuilder.blob.core.windows.net/smalls/GCCB-CSM/dg_1780934308_SMALL.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/GCCB-CSM/dg_1780934308_TN.jpg,,,,,,,,,,,
,28_1.jpg,dg_1780934309,28,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/GCCB-CSM/dg_1780934309.jpg,https://collectionbuilder.blob.core.windows.net/smalls/GCCB-CSM/dg_1780934309_SMALL.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/GCCB-CSM/dg_1780934309_TN.jpg,,,,,,,,,,,
,28_2.jpg,dg_1780934310,28,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/GCCB-CSM/dg_1780934310.jpg,https://collectionbuilder.blob.core.windows.net/smalls/GCCB-CSM/dg_1780934310_SMALL.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/GCCB-CSM/dg_1780934310_TN.jpg,,,,,,,,,,,
